Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index
ethiopia,gondar,2017.0,124.27,82.42,94.83,6.63,0.54,7.56,2.41,75.03,365.76,126.61,34.64,76.87
thailand,bangkok,2014.0,146.29,73.06,131.55,0.56,0.52,6.66,3.64,335.02,14491.97,166.67,26.52,75.92
iraq,najaf,2017.0,238.49,119.54,198.41,3.28,0.29,16.1,10.74,164.0,15826.32,315.84,21.75,69.43
chile,antofagasta,2015.0,159.71,91.43,126.34,1.83,0.54,8.59,4.08,78.45,11405.85,152.66,28.38,74.51
uk,glasgow,2023.0,25.51,12.3,18.66,1.16,4.63,2.33,4.41,175.24,8145.3,116.55,44.57,85.47
germany,hamburg,2019.0,15.0,7.99,15.06,0.62,3.53,4.85,4.38,178.67000000000002,1264.25,119.46,48.71,85.77
uk,liverpool,2017.0,18.56,8.36,18.9,0.35,4.32,5.11,3.45,182.29,6241.97,104.58,46.38,86.1
netherlands,eindhoven,2023.0,24.42,14.08,17.28,0.28,2.32,1.83,2.24,503.27,7774.59,70.02,42.37,84.38
norway,stavanger,2023.0,25.19,11.97,18.95,0.9,3.22,1.83,2.12,175.24,4672.49,63.84,44.1,85.1
chile,concepcion,2021.0,90.13,59.89,84.05,0.58,0.31,7.38,4.04,130.1,7394.95,127.62,32.95,79.25
canada,ottawa,2023.0,50.77,31.81,48.24,0.32,4.6,2.82,4.86,175.24,10898.37,106.89,42.59,83.65
france,paris,2019.0,15.0,9.96,12.29,1.09,2.59,4.08,4.76,178.67000000000002,3685.98,102.51,43.0,85.68
peru,lima,2016.0,96.84,41.75,89.87,1.34,2.49,12.1,4.97,295.11,3618.35,163.92,42.53,79.13
netherlands,amsterdam,2023.0,57.68,24.43,49.89,0.73,2.6,3.22,4.77,175.24,11912.5,138.89,35.15,83.29
philippines,zamboanga,2015.0,127.12,64.62,131.24,2.85,0.46,12.8,4.23,373.85,11248.7,216.37,27.29,77.27
tanzania,mbeya,2016.0,94.03,50.89,67.76,2.22,0.97,2.28,2.66,54.61,2063.29,82.72,38.64,78.84
egypt,aswan,2019.0,197.9,133.19,168.34,4.47,0.28,11.57,10.21,172.69,14132.35,238.2,22.24,72.15
vietnam,ho chi minh city,2019.0,110.72,72.02,81.25,3.42,0.97,5.87,7.21,165.98,2903.32,142.5,36.59,77.95
sweden,gothenburg,2017.0,28.12,12.63,24.16,0.62,3.6,3.36,3.67,182.29,3493.12,113.76,46.68,84.98
philippines,davao,2021.0,156.59,81.4,140.82,3.83,0.63,4.31,8.38,266.85,8013.3,180.26,30.04,75.09
russia,novosibirsk,2018.0,144.14,76.18,131.85,3.14,0.37,10.61,9.36,203.13,5369.8,237.93,32.61,75.8
nigeria,abuja,2021.0,148.4,96.02,134.84,1.58,1.37,19.88,6.4,152.66,7435.97,265.75,35.1,75.41
morocco,rabat,2015.0,122.48,75.52,129.83,0.83,1.43,10.02,4.02,173.68,7655.29,153.57,35.8,77.18
kenya,nakuru,2015.0,101.14,93.56,122.26,6.85,0.31,5.9,3.51,32.9,2536.78,103.08,31.54,74.09
iran,isfahan,2018.0,272.15,172.98,266.64,1.98,0.8,11.61,12.81,179.59,7774.59,315.69,15.19,67.22
sweden,uppsala,2017.0,43.96,27.17,42.64,0.89,4.91,2.13,2.71,544.68,10241.56,97.21,43.59,83.16
mongolia,murun,2023.0,232.85,126.43,192.98,5.86,0.66,10.73,8.43,88.47,15600.39,240.2,20.52,69.65
australia,melbourne,2019.0,15.0,9.33,13.46,0.97,4.69,6.3,4.99,178.67000000000002,7774.59,132.76,49.89,85.74
brazil,salvador,2015.0,189.34,85.03,140.63,4.39,1.74,12.83,9.86,104.61,5945.47,244.95,34.89,72.59
france,toulouse,2021.0,53.29,33.06,47.29,0.05,1.62,5.66,1.16,440.17,5845.75,96.17,38.96,82.33
germany,hamburg,2022.0,58.29,29.31,58.69,0.77,3.44,6.28,0.75,361.18,2745.85,85.74,46.8,81.84
ethiopia,dire dawa,2014.0,113.53,60.59,120.07,4.84,0.83,7.09,4.41,53.27,2503.8,152.12,35.14,77.54
brazil,fortaleza,2019.0,145.82,73.99,112.94,0.6,1.96,11.0,6.14,279.67,12433.23,207.98,32.86,75.84
russia,moscow,2018.0,136.09,55.87,109.17,3.17,2.21,9.75,9.07,188.18,7328.48,216.42,36.14,76.3
thailand,chiang mai,2016.0,151.31,105.83,106.32,0.99,0.91,12.27,8.57,78.42,14483.81,226.39,27.26,75.07
vietnam,hanoi,2023.0,121.89,66.28,115.45,0.61,2.42,5.33,6.17,220.72,13299.03,168.42,33.34,77.32
netherlands,rotterdam,2018.0,65.84,36.52,48.95,0.46,2.06,4.48,2.6,722.91,11038.66,124.28,34.67,82.06
myanmar,mawlamyine,2015.0,233.92,144.05,217.64,2.17,0.7,17.06,6.09,110.53,7774.59,300.06,23.134999999999998,69.63
australia,adelaide,2018.0,51.37,35.96,55.02,0.66,4.41,4.68,3.06,185.66,11977.8,140.29,40.59,83.8
south africa,port elizabeth,2017.0,151.87,72.42,165.19,0.71,2.73,6.68,3.65,102.81,13300.36,144.43,34.17,75.08
romania,timisoara,2014.0,132.65,70.12,100.53,1.58,1.08,5.55,4.06,345.53,13984.5,146.3,27.68,76.85
spain,seville,2018.0,75.43,39.59,68.91,0.48,3.75,4.34,2.08,321.26,9046.4,96.78,41.71,80.61
chile,santiago,2018.0,163.57,76.46,173.27,4.43,0.64,9.27,8.09,341.13,10954.19,225.57,26.53,74.78
iran,karaj,2016.0,317.59,128.38,303.81,2.83,0.92,17.36,16.3,88.46,7774.59,372.05,23.4,64.0
netherlands,the hague,2018.0,15.0,9.35,11.21,1.19,3.19,3.65,1.13,185.66,8447.08,72.51,39.93,86.35
canada,vancouver,2020.0,15.0,9.59,14.28,0.27,3.54,1.24,3.14,633.78,7774.59,75.24,49.78,85.27
ethiopia,harar,2022.0,98.98,46.16,75.7,4.86,0.38,5.42,3.41,50.82,7774.59,96.84,33.36,78.5
saudi arabia,medina,2019.0,204.02,119.88,183.2,0.86,0.3,13.57,8.33,280.06,12697.21,261.52,27.36,71.96
philippines,manila,2014.0,141.92,86.8,127.73,2.76,2.21,5.9,9.93,154.28,2616.95,170.76,41.24,75.85
colombia,barranquilla,2017.0,127.54,87.44,106.67,1.99,0.49,12.24,5.14,345.63,12953.64,207.48,26.51,77.19
romania,timisoara,2018.0,126.11,65.61,109.35,1.21,1.89,8.54,6.09,155.37,8311.23,185.21,36.14,76.9
norway,trondheim,2017.0,15.0,9.46,11.87,1.19,2.28,1.28,4.05,182.29,7368.71,87.82,38.27,86.19
france,marseille,2016.0,69.32,18.13,64.01,0.42,1.57,6.33,2.76,411.26,3082.2,96.72,41.2,81.2
japan,tokyo,2023.0,15.0,6.68,11.56,0.17,2.21,6.74,3.14,779.74,2464.99,103.85,43.99,85.56
iraq,najaf,2018.0,251.26,162.92,266.18,3.38,0.79,12.61,6.53,153.15,7774.59,258.39,22.799999999999997,68.56
poland,gdansk,2014.0,100.07,57.3,101.55,0.69,2.53,6.7,7.1,181.99,3634.62,152.03,43.25,78.69
egypt,aswan,2016.0,248.55,156.0,251.64,4.95,0.73,16.81,15.79,112.76,5314.41,343.55,31.91,68.66
chile,valparaiso,2019.0,128.16,71.5,119.45,3.24,2.27,5.03,9.29,254.72,5562.87,163.42,38.0,76.97
sweden,uppsala,2017.0,15.0,6.69,16.19,0.86,4.46,6.3,2.31,182.29,2507.78,128.44,50.02,85.81
tanzania,mbeya,2015.0,116.85,79.67,102.9,6.07,0.41,2.93,2.66,66.42,3491.12,79.08,31.67,77.34
australia,brisbane,2016.0,49.43,20.08,52.68,0.34,1.43,2.1,1.12,178.24,8789.85,76.27,35.16,83.69
poland,poznan,2016.0,170.53,91.95,184.86,1.32,2.83,13.24,5.07,80.63,9397.66,212.2,37.76,73.79
brazil,fortaleza,2022.0,129.73,55.38,113.21,2.62,2.64,8.02,9.83,67.71,9829.6,228.65,35.46,76.49
pakistan,islamabad,2017.0,262.89,146.08,259.67,2.23,1.49,20.95,6.73,46.48,18678.16,298.79,20.85,67.57
netherlands,eindhoven,2018.0,15.0,8.61,16.03,0.31,4.46,2.61,2.55,185.66,9591.43,96.52,43.48,86.29
saudi arabia,riyadh,2022.0,128.73,77.08,116.95,2.96,1.48,7.74,3.24,194.75,2122.77,113.89,39.35,76.81
ghana,cape coast,2022.0,119.22,79.8,91.23,1.68,2.74,6.94,8.44,324.26,14216.55,217.65,32.31,77.7
norway,stavanger,2017.0,30.94,16.37,25.04,0.12,4.31,4.7,2.15,681.77,3158.58,79.92,49.63,84.3
morocco,fez,2022.0,150.91,97.75,113.33,4.03,1.02,5.64,6.57,286.6,12835.09,160.03,26.2,75.51
thailand,phuket,2017.0,124.92,50.08,129.4,0.61,0.56,5.13,9.63,323.37,9275.51,200.34,31.78,77.32
pakistan,rawalpindi,2023.0,257.26,107.77,286.19,2.86,1.2,18.97,14.13,80.74,12277.07,352.31,28.45,67.23
philippines,quezon city,2014.0,96.45,53.97,93.53,0.62,2.66,6.15,3.06,139.21,11212.85,141.37,36.14,78.85
peru,lima,2020.0,152.16,72.33,133.34,3.1,2.51,7.84,9.5,382.5,13436.1,210.79,31.0,75.62
saudi arabia,dammam,2016.0,105.78,44.78,81.59,4.18,2.02,6.13,3.29,156.24,3110.74,129.25,38.78,78.26
nigeria,port harcourt,2017.0,183.29,124.16,132.62,4.79,0.47,13.77,6.42,89.86,12451.27,239.18,24.18,72.96
turkey,istanbul,2023.0,119.1,59.2,108.85,1.52,2.24,13.49,8.96,312.36,4252.28,221.23,40.96,77.68
indonesia,jakarta,2018.0,85.31,46.8,71.92,1.13,1.68,4.35,6.42,396.93,5083.4,125.27,38.82,80.11
sweden,uppsala,2015.0,83.42,36.12,68.92,1.04,2.24,6.55,3.87,178.5,10581.79,159.32,35.11,81.63
ethiopia,mekelle,2019.0,121.9,83.37,133.96,2.64,0.39,2.47,4.46,54.7,3880.15,114.14,34.65,76.98
peru,trujillo,2021.0,88.6,58.71,69.83,4.46,2.14,9.24,5.3,389.36,3724.48,151.17,38.24,79.87
south africa,port elizabeth,2023.0,106.75,65.66,111.56,2.02,1.34,6.22,7.07,105.02,6812.14,182.43,35.19,78.09
south africa,pretoria,2022.0,129.98,75.81,100.29,2.15,0.56,10.95,8.26,396.9,11555.43,226.24,27.97,77.13
myanmar,mawlamyine,2015.0,310.49,147.53,266.45,1.98,1.15,13.5,15.0,33.31,7774.59,356.43,23.134999999999998,64.37
mexico,puebla,2016.0,104.5,67.76,100.02,3.44,0.31,4.21,4.14,365.19,13461.07,127.86,24.05,78.76
canada,vancouver,2015.0,15.0,6.73,12.43,1.04,2.39,3.35,4.07,798.18,2909.62,83.62,43.21,85.6
pakistan,rawalpindi,2017.0,278.43,172.36,237.42,3.71,1.13,19.98,13.99,88.56,16674.44,318.37,23.0,66.62
france,paris,2021.0,19.83,12.77,15.84,1.05,1.92,1.65,2.59,576.96,1050.58,89.82,43.65,84.83
turkey,istanbul,2023.0,129.53,89.78,110.82,2.56,1.04,6.42,3.6,70.58,11716.78,141.06,28.85,76.51
tanzania,arusha,2018.0,129.94,73.11,97.25,5.13,0.64,3.05,2.76,42.68,3415.48,75.32,33.38,76.42
spain,bilbao,2014.0,67.72,34.95,54.71,0.21,1.81,3.6,3.17,715.57,9466.34,124.35,35.74,81.92
china,guangzhou,2020.0,287.97,116.97,311.06,2.63,0.17,7.57,14.29,31.17,10904.5,324.65999999999997,26.99,65.86
bangladesh,dhaka,2017.0,261.18,136.35,229.83,5.34,1.02,7.56,10.5,80.43,7774.59,381.77,23.39,62.58
philippines,quezon city,2023.0,98.34,45.68,88.46,4.47,1.93,12.05,3.69,342.08,6137.02,178.66,35.19,79.13
morocco,casablanca,2017.0,129.88,63.09,110.43,1.52,0.64,10.08,7.54,359.72,4897.8,179.12,35.52,77.06
peru,arequipa,2021.0,132.09,73.7,138.06,2.41,1.89,11.93,9.41,397.75,6513.41,243.68,36.76,76.99
argentina,rosario,2014.0,159.91,86.7,133.09,2.95,0.76,7.92,8.17,106.27,12260.65,207.77,27.08,74.55
pakistan,rawalpindi,2019.0,258.13,144.84,184.16,3.6,0.15,14.01,13.62,73.68,14430.99,287.26,22.42,67.94
brazil,salvador,2016.0,122.41,67.82,101.97,3.63,1.72,4.25,6.38,279.55,8483.13,129.76,33.06,77.4
mexico,puebla,2023.0,77.22,32.55,68.6,3.95,2.64,5.53,6.09,176.65,2038.45,144.13,41.93,80.21
colombia,barranquilla,2022.0,136.09,68.36,134.86,2.69,1.64,8.11,4.4,146.32,10106.78,166.56,32.12,76.22
ghana,cape coast,2016.0,105.39,50.63,103.2,2.99,1.58,6.35,7.72,347.38,8101.58,158.78,33.66,78.67
brazil,sao paulo,2015.0,159.82,98.4,168.71,1.72,1.33,13.61,6.08,286.3,7844.94,202.74,34.44,74.92
indonesia,bandung,2017.0,92.02,50.23,96.24,0.95,1.59,4.42,6.1,75.64,1620.7,142.9,42.21,79.02
south africa,port elizabeth,2021.0,137.01,79.8,121.11,3.01,0.66,12.17,5.87,280.94,6460.03,197.0,32.5,76.43
romania,timisoara,2023.0,177.81,104.81,125.99,0.58,0.56,13.53,6.64,110.54,9983.13,237.78,31.13,77.3
pakistan,rawalpindi,2020.0,200.19,135.21,144.46,1.72,1.48,12.37,15.8,96.59,13967.85,321.47,28.66,71.85
france,paris,2021.0,63.77,41.89,63.2,0.77,4.39,4.29,2.28,467.94,10592.12,122.34,41.82,81.68
uk,london,2017.0,76.78,52.48,77.32,1.17,2.61,5.47,4.3,705.04,4597.37,122.2,42.08,81.29
poland,poznan,2017.0,113.68,58.24,109.54,1.78,2.18,9.59,9.92,269.04,4660.07,223.09,40.11,77.96
colombia,medellin,2016.0,138.4,82.42,101.54,2.64,1.41,12.54,5.88,210.16,13298.45,232.62,28.3,76.19
italy,naples,2020.0,55.41,29.78,43.63,1.2,4.28,1.29,1.99,304.45,9492.91,66.55,42.16,81.91
nigeria,abuja,2021.0,194.43,111.54,206.94,3.19,1.45,7.63,8.84,116.03,6949.39,334.03,34.2,72.27
iraq,baghdad,2015.0,282.11,182.92,219.67,4.45,1.25,14.15,15.07,74.16,22100.13,357.53,17.19,66.34
colombia,cartagena,2018.0,87.29,57.17,83.35,0.76,2.12,6.42,8.94,339.24,3096.7,166.92,42.5,79.86
china,guangzhou,2016.0,318.36,153.95,312.71,5.53,1.38,22.39,8.13,169.77,7774.59,343.36,13.86,64.12
italy,palermo,2014.0,40.55,18.83,34.86,0.83,1.85,6.6,1.62,185.495,9918.74,102.21,34.82,84.23
indonesia,jakarta,2019.0,84.95,40.88,84.36,3.69,0.76,5.45,5.01,236.45,2188.18,144.55,36.41,79.81
indonesia,jakarta,2020.0,173.11,91.84,187.98,1.78,2.96,12.43,7.52,387.21,12395.51,237.72,34.72,74.23
thailand,khon kaen,2015.0,88.06,49.8,82.42,3.23,2.78,4.53,8.14,115.46,3407.06,170.93,41.69,79.36
india,mumbai,2016.0,314.29,145.88,285.1,1.9,0.21,16.78,13.23,84.26,7774.59,361.49,23.975,64.22
philippines,quezon city,2020.0,98.97,48.42,79.64,1.3,1.65,8.88,7.71,223.31,857.35,192.73,42.79,78.85
uk,manchester,2022.0,15.0,10.24,10.74,0.27,1.55,6.16,2.24,180.34,2040.09,114.42,42.34,86.21
morocco,marrakech,2020.0,154.93,79.57,137.77,2.2,2.09,13.38,6.48,64.59,4146.94,207.51,39.93,74.8
spain,bilbao,2017.0,54.79,24.48,55.27,0.49,2.29,6.67,0.81,614.0,2632.67,84.51,43.75,82.58
spain,barcelona,2023.0,105.77,61.23,111.98,0.24,1.2,2.68,4.62,416.73,11411.1,124.54,31.96,78.78
canada,ottawa,2023.0,65.24,43.43,69.86,0.82,2.21,6.97,4.69,808.49,1296.83,130.05,44.53,82.27
ghana,accra,2016.0,131.59,82.96,94.58,1.5,1.44,4.85,6.67,336.25,13835.77,147.42,28.99,76.9
kenya,kisumu,2018.0,105.11,64.53,92.39,2.98,0.89,2.87,2.35,17.8,2678.39,92.68,37.01,78.03
spain,barcelona,2022.0,15.0,7.51,14.65,0.72,4.07,1.06,1.61,180.34,1359.81,74.86,50.12,86.22
brazil,fortaleza,2021.0,127.55,45.54,115.5,1.35,0.8,10.74,9.37,311.69,6207.51,223.07,34.84,78.4
philippines,cebu city,2016.0,75.19,48.36,70.2,1.47,0.5,7.13,3.12,355.36,6444.26,128.62,33.59,80.7
saudi arabia,medina,2023.0,131.86,63.8,124.41,3.86,0.97,5.35,5.09,83.67,8660.3,135.37,30.38,76.38
saudi arabia,jeddah,2014.0,157.06,77.85,128.67,3.34,1.06,7.35,7.02,360.09,3634.29,220.01,36.22,75.25
ukraine,dnipro,2021.0,68.03,45.53,54.61,1.1,2.99,8.23,6.34,376.56,2466.9,161.54,45.4,81.22
spain,madrid,2020.0,62.04,40.17,58.7,1.03,1.22,1.88,1.77,463.12,10331.15,79.95,32.31,81.79
peru,chiclayo,2014.0,105.27,67.11,81.82,0.85,2.24,11.64,6.83,307.92,6968.6,224.2,38.91,78.6
indonesia,surabaya,2018.0,63.04,32.51,54.6,4.28,2.2,4.8,4.6,229.03,2816.45,109.54,39.49,81.26
mongolia,choibalsan,2016.0,139.3,86.74,101.92,2.77,1.01,13.22,9.62,35.28,5584.42,238.86,34.69,75.78
ukraine,kharkiv,2019.0,213.39,128.68,165.99,2.41,0.66,12.63,9.88,87.67,12951.67,272.21,26.62,70.95
bangladesh,khulna,2014.0,219.03,95.05,214.06,2.95,1.39,17.96,15.6,83.87,13009.24,368.68,28.22,70.57
uk,liverpool,2014.0,61.3,36.34,65.49,0.57,2.79,1.41,1.77,579.1,7829.32,82.77,39.97,82.07
japan,kyoto,2020.0,15.0,7.99,14.0,0.78,4.36,2.7,1.63,176.62,4711.02,75.34,47.58,85.64
south africa,durban,2017.0,132.81,59.21,129.14,3.01,0.97,8.57,3.17,179.66,8648.08,139.83,31.24,76.51
brazil,salvador,2015.0,79.33,51.89,68.37,3.74,2.46,8.13,4.58,254.21,4949.88,163.37,38.67,80.22
peru,cusco,2022.0,139.87,84.4,143.69,3.08,2.3,8.52,3.31,172.38,7797.8,166.13,36.0,76.02
nigeria,kano,2015.0,221.46,110.96,229.38,2.37,0.99,17.92,13.92,102.84,6685.99,343.33,33.93,70.44
ghana,accra,2018.0,152.47,64.76,112.77,4.1,2.23,4.08,6.55,338.39,9733.49,157.2,32.87,75.51
turkey,istanbul,2016.0,88.76,35.68,81.72,2.97,2.1,7.73,6.54,269.62,929.81,139.59,42.4,79.62
pakistan,karachi,2018.0,249.49,139.19,260.16,5.95,0.8,11.08,6.76,133.49,14311.0,232.94,22.14,68.63
tanzania,dodoma,2020.0,71.08,34.8,73.53,2.35,0.77,5.9,2.35,32.42,3369.68,113.54,36.58,80.33
egypt,alexandria,2018.0,187.83,124.49,189.26,2.75,1.4,13.95,13.89,150.37,10680.46,306.32,30.77,72.78
indonesia,jakarta,2016.0,73.67,44.0,70.92,2.91,2.7,7.14,4.98,399.35,7027.49,134.02,38.18,80.89
spain,bilbao,2022.0,83.79,54.11,72.56,0.37,1.81,4.68,3.1,425.13,7118.62,93.32,37.95,80.26
mexico,tijuana,2014.0,135.12,58.06,104.34,1.82,0.41,10.49,4.79,358.93,6624.05,189.49,32.78,76.71
peru,cusco,2014.0,182.12,80.88,127.69,3.42,2.06,12.49,9.06,256.51,14257.19,257.49,28.5,73.37
thailand,bangkok,2015.0,105.74,64.89,113.35,2.28,2.32,6.99,4.92,193.02,7974.29,158.66,36.71,78.34
chile,temuco,2023.0,70.3,30.01,59.02,0.71,2.98,6.35,5.23,238.21,7456.84,158.46,40.78,80.79
australia,adelaide,2023.0,20.25,10.08,16.23,0.83,3.11,6.49,1.64,175.24,7006.03,110.22,41.5,85.74
italy,naples,2017.0,72.27,42.76,52.35,1.11,1.48,6.31,4.18,814.65,6280.18,128.65,42.46,81.81
nigeria,ibadan,2016.0,317.76,136.62,316.44,3.24,0.96,22.65,5.43,32.56,19161.74,320.93,20.48,63.88
vietnam,ho chi minh city,2016.0,127.71,70.4,120.91,1.66,0.43,12.97,3.21,392.82,6514.8,188.71,33.13,77.27
nigeria,ibadan,2018.0,222.02,108.75,214.33,4.25,1.48,20.55,16.0,128.1,8943.67,389.92,31.25,70.45
mongolia,darkhan,2018.0,311.28,131.68,263.59,5.26,0.37,18.05,7.79,40.57,22351.99,286.06,13.49,64.33
mongolia,darkhan,2015.0,244.77,171.04,203.64,5.66,0.99,10.12,7.3,41.76,20815.31,223.94,16.48,68.77
france,paris,2016.0,15.0,8.31,10.89,0.77,3.51,1.34,4.55,178.24,3790.53,90.56,45.97,86.0
france,toulouse,2022.0,19.18,12.08,13.83,0.51,4.8,4.59,2.2,621.03,8431.23,89.32,45.45,84.96
russia,kazan,2014.0,173.27,74.99,151.66,4.34,0.9,6.99,9.66,128.35,4546.93,189.6,33.82,73.71
mongolia,erdenet,2016.0,284.09,143.1,296.23,4.89,0.7,20.41,10.14,132.87,17472.68,320.07,19.73,66.33
myanmar,bago,2016.0,273.89,127.99,250.99,2.39,1.21,12.29,6.42,66.38,7774.59,258.62,23.134999999999998,66.87
iran,mashhad,2018.0,203.53,126.71,145.45,1.87,0.31,16.93,5.46,44.5,7306.16,375.13,31.76,71.52
egypt,cairo,2022.0,349.25,137.37,225.5,5.83,1.02,23.46,5.43,31.51,21591.1,318.9,15.63,61.78
myanmar,naypyidaw,2023.0,247.22,160.0,192.88,1.67,0.51,17.07,5.46,34.52,14936.26,381.16,24.92,68.59
turkey,istanbul,2021.0,113.75,53.82,123.02,2.19,1.63,13.17,5.03,183.31,8506.2,184.49,34.19,77.78
south africa,pretoria,2016.0,84.63,43.73,89.06,2.94,2.9,8.14,3.32,62.64,1585.5,122.43,44.17,79.48
chile,temuco,2016.0,159.43,90.6,163.68,0.96,1.89,13.61,6.24,197.49,12689.81,224.18,32.03,74.77
tanzania,mbeya,2019.0,101.53,45.61,78.48,5.3,0.24,5.45,2.41,64.89,2740.07,116.81,32.68,78.36
norway,trondheim,2021.0,15.0,6.91,15.09,0.08,3.3,6.72,4.19,808.34,3177.46,137.6,46.65,85.62
norway,bergen,2018.0,15.0,7.49,15.39,0.59,4.15,1.85,2.3,733.78,2331.06,89.65,49.54,85.47
russia,moscow,2019.0,168.54,110.96,169.61,2.31,0.44,7.49,7.79,279.73,12207.78,256.89,26.79,74.32
poland,poznan,2021.0,112.96,58.65,86.62,1.17,2.02,8.92,7.62,156.5,2191.0,194.53,42.69,77.78
myanmar,yangon,2022.0,164.11,78.35,145.59,3.4,1.26,12.65,9.43,176.52,6791.55,256.63,33.59,74.41
poland,gdansk,2021.0,127.64,56.33,118.19,2.23,1.48,5.39,5.46,331.86,14606.79,148.6,25.67,77.15
iraq,basra,2022.0,310.94,132.19,230.1,1.76,1.41,22.85,12.49,174.36,21491.05,398.99,20.97,64.62
ukraine,kyiv,2021.0,182.46,119.58,148.18,2.42,1.83,12.24,6.86,87.39,12418.56,218.15,30.66,73.01
sweden,vasteras,2021.0,56.93,32.04,54.96,0.73,4.9,5.05,3.97,433.5,1159.23,99.18,52.81,82.07
turkey,izmir,2021.0,61.35,31.99,45.09,0.84,2.08,6.83,3.65,115.09,4012.06,128.33,41.39,81.14
brazil,fortaleza,2018.0,164.39,101.58,123.65,4.46,1.66,12.36,6.52,311.48,8366.97,214.75,32.15,74.66
uk,liverpool,2021.0,49.76,31.38,38.16,0.39,2.17,6.21,4.95,445.0,7490.89,128.18,38.63,82.57
tanzania,arusha,2022.0,125.15,62.17,118.31,6.04,0.84,4.77,1.79,70.11,3311.3,74.74,33.17,76.8
france,toulouse,2016.0,37.62,18.32,37.82,0.8,4.52,2.36,3.57,178.24,11762.89,101.96,40.99,84.23
myanmar,mawlamyine,2018.0,243.56,146.9,264.89,2.32,0.95,12.85,9.0,50.25,17907.4,259.19,22.63,68.86
mongolia,darkhan,2020.0,307.56,139.29500000000002,231.99,5.27,0.96,23.07,8.11,57.76,21731.29,333.93,15.88,64.61
france,paris,2016.0,68.65,37.3,73.57,1.16,1.57,3.76,0.64,178.24,11699.49,108.83,31.84,82.26
tanzania,mwanza,2014.0,111.42,56.4,108.83,5.63,0.26,2.58,4.23,60.95,2853.68,82.86,32.29,77.69
argentina,rosario,2019.0,196.89,116.08,201.0,3.29,0.94,12.78,5.19,166.46,10391.9,189.67,29.12,72.21
netherlands,the hague,2019.0,37.74,22.94,34.85,0.73,1.96,6.62,3.1,538.54,2386.69,102.4,42.76,83.56
thailand,phuket,2016.0,161.87,75.89,115.53,4.23,2.92,6.8,9.5,252.41,7520.31,180.77,37.0,74.71
romania,constanta,2022.0,82.2,38.48,70.79,0.96,0.49,10.8,4.29,270.3,6354.11,166.64,34.17,80.06
uk,london,2021.0,47.16,26.38,34.75,1.18,2.29,1.91,4.82,177.07999999999998,7834.67,110.7,37.85,84.15
japan,kyoto,2016.0,48.26,26.56,47.86,1.01,3.15,2.18,4.05,590.04,8813.75,93.78,39.62,82.96
kenya,eldoret,2018.0,93.56,47.97,94.12,5.41,0.65,3.95,3.76,11.15,1268.05,105.89,35.26,78.78
japan,nagoya,2017.0,15.0,8.64,13.06,1.18,1.48,3.78,4.86,182.29,1258.92,128.63,42.59,85.78
uk,birmingham,2019.0,17.12,7.86,13.07,0.46,4.4,1.5,4.74,513.75,7580.02,99.65,45.15,84.89
ukraine,odessa,2019.0,124.95,79.23,105.22,4.35,0.84,12.67,3.85,255.8,1081.66,178.97,37.08,77.18
uk,london,2022.0,30.19,14.91,22.95,0.2,1.95,4.56,3.69,737.1,4263.55,97.16,41.39,84.46
peru,chiclayo,2023.0,124.23,64.15,92.98,0.7,2.42,8.79,9.8,386.97,2620.42,211.21,43.94,77.49
thailand,phuket,2017.0,131.13,83.59,128.45,0.98,0.84,7.44,7.41,158.15,5210.08,164.99,36.33,76.57
ghana,accra,2019.0,98.3,67.4,72.6,1.98,1.64,4.81,8.42,177.56,5658.23,173.17,37.27,78.8
peru,lima,2018.0,172.15,104.17,185.46,3.39,1.09,13.14,7.69,123.46,10422.28,245.53,29.46,73.77
ghana,tamale,2023.0,109.4,61.75,110.44,2.23,0.43,5.83,8.08,250.63,10327.59,166.31,29.27,78.21
egypt,aswan,2017.0,252.74,114.32,274.1,2.41,0.51,7.56,7.82,162.01,17427.84,346.49,21.7,68.48
pakistan,karachi,2017.0,270.94,116.54,261.58,3.21,1.34,10.99,12.76,159.09,7774.59,292.2,23.48,67.26
brazil,rio de janeiro,2018.0,116.41,54.15,100.87,3.18,0.65,6.43,4.21,178.92,8336.2,183.13,30.44,77.6
romania,constanta,2017.0,160.66,99.03,174.35,2.23,2.17,11.35,4.72,141.67,11091.51,173.45,33.2,74.57
thailand,pattaya,2014.0,174.52,114.57,180.28,2.38,0.34,5.14,7.55,375.93,14432.8,157.96,24.22,74.12
mexico,mexico city,2017.0,80.69,46.11,120.35499999999999,3.19,2.15,8.26,6.37,109.54,1012.05,171.85,42.25,79.84
russia,novosibirsk,2020.0,199.33,115.68,171.11,3.56,0.76,6.95,9.82,62.4,7501.01,189.81,31.22,71.84
bangladesh,khulna,2020.0,291.99,169.91,274.64,4.96,1.03,18.92,5.165,62.2,15786.29,401.1,22.35,65.66
usa,los angeles,2017.0,47.2,28.22,47.29,0.1,1.42,5.76,2.71,182.29,11544.45,129.93,32.63,84.22
colombia,medellin,2019.0,160.67,107.66,133.97,2.52,2.1,8.71,8.15,148.76,8002.29,203.21,35.78,74.59
